RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalLatePays,DebtToIncomeRatio,CreditDensity,ActualDefault,DefaultProbability,CreditScore,ScoreBand,Decision
0.181019332,52,0,0.948694596,3293.0,11,0,2,0,0.0,0,3124.051304628,0.31339031339031337,1,0.29519011362204645,512,501-600,MANUAL REVIEW
0.765936329,52,0,1.474639616,1872.0,14,0,1,0,0.0,0,2760.5253611519997,0.39886039886039887,0,0.6332342036077375,471,300-500,DECLINE
0.393213573,34,0,10.0,5400.0,4,1,0,2,0.0,3,54000.0,0.23391812865497075,0,0.3828088784360721,500,300-500,DECLINE
0.009285272,66,0,5.0,5400.0,3,0,0,0,0.0,0,27000.0,0.06109979633401222,0,0.12069668529949149,544,501-600,MANUAL REVIEW
0.948469466,61,0,10.0,5400.0,4,0,1,0,0.0,0,54000.0,0.09070294784580499,0,0.6130317317532588,473,300-500,DECLINE
0.048699189,62,0,0.015315933,150300.0,6,0,1,0,0.0,0,2301.9847299000003,0.13303769401330376,0,0.010720831802331687,617,601-700,CONDITIONAL APPROVE
0.248649024,47,0,0.307284244,12629.0,14,0,1,0,2.0,0,3880.692717476,0.46511627906976744,0,0.33551985701769516,506,501-600,MANUAL REVIEW
0.014371875,89,0,0.004808909,3950.0,6,0,0,0,0.0,0,18.99519055,0.08321775312066575,0,0.09828180091367765,551,501-600,MANUAL REVIEW
0.292373991,42,0,0.463969069,15000.0,8,0,4,0,5.0,0,6959.536035,0.3187250996015936,0,0.42981436318479316,495,300-500,DECLINE
0.109129696,57,0,0.308118683,6133.0,7,0,2,0,1.0,0,1889.691882839,0.17456359102244387,0,0.22553811776502267,522,501-600,MANUAL REVIEW
0.134878493,30,0,0.182704324,4000.0,9,0,1,0,2.0,0,730.817296,0.6870229007633588,0,0.35506274808874383,504,501-600,MANUAL REVIEW
0.169685622,48,0,10.0,5400.0,5,0,1,0,0.0,0,54000.0,0.1607717041800643,0,0.23441869183064226,521,501-600,MANUAL REVIEW
0.570396391,68,0,0.363623771,7218.0,19,0,1,0,1.0,0,2624.6363790779997,0.37181996086105673,1,0.4751217217272312,489,300-500,DECLINE
0.155923941,66,0,0.540143492,5853.0,14,0,1,0,0.0,0,3161.459858676,0.285132382892057,0,0.22726040778798334,522,501-600,MANUAL REVIEW
0.461139007,38,0,0.411945655,3900.0,7,0,1,0,2.0,0,1606.5880545,0.33175355450236965,0,0.4895908645835502,488,300-500,DECLINE
0.120879121,23,0,0.003329634,900.0,2,0,0,0,0.0,0,2.9966706000000003,0.3278688524590164,0,0.30066516069285365,511,501-600,MANUAL REVIEW
0.035832139,56,0,0.212790971,8505.0,17,0,1,0,2.0,0,1809.7872083549998,0.43478260869565216,0,0.22875097868153227,522,501-600,MANUAL REVIEW
0.074898301,64,0,10.0,5400.0,18,0,2,0,0.0,0,54000.0,0.38216560509554137,0,0.22095775392303355,523,501-600,MANUAL REVIEW
0.010274045,68,0,10.0,5400.0,13,0,1,0,0.0,0,54000.0,0.25440313111545987,0,0.15334446428656984,536,501-600,MANUAL REVIEW
0.406788377,50,0,0.251833138,16228.0,11,0,1,0,0.0,0,4086.7481634640003,0.3323262839879154,0,0.35525749127925577,504,501-600,MANUAL REVIEW
1.0,31,0,0.382245989,4674.0,5,0,1,1,0.0,1,1786.617752586,0.3546099290780142,1,0.7526719775065954,455,300-500,DECLINE
0.0,76,0,0.0,5400.0,4,0,0,0,0.0,0,0.0,0.0676818950930626,0,0.10800106356771648,548,501-600,MANUAL REVIEW
0.363342031,58,0,1.020408163,2400.0,10,0,1,0,0.0,0,2448.9795912,0.24330900243309,0,0.3449571574970283,505,501-600,MANUAL REVIEW
0.229150319,61,0,0.439357907,5045.0,15,0,1,0,0.0,0,2216.560640815,0.3401360544217687,0,0.28572311593017785,513,501-600,MANUAL REVIEW
0.277402216,65,0,0.058645166,14510.0,18,0,0,0,0.0,0,850.94135866,0.3742203742203742,0,0.25632539753223627,517,501-600,MANUAL REVIEW
0.246393912,48,0,0.683433318,2166.0,8,0,1,0,4.0,0,1480.3165667879998,0.2572347266881029,0,0.3520330891323806,504,501-600,MANUAL REVIEW
0.106922697,57,0,10.0,5400.0,7,0,1,0,0.0,0,54000.0,0.17456359102244387,0,0.1917061104232352,528,501-600,MANUAL REVIEW
0.979351032,53,0,0.455673942,9666.0,8,0,2,0,0.0,0,4404.544323372,0.22160664819944598,0,0.706048814763416,461,300-500,DECLINE
0.001634106,63,0,0.07648088,4000.0,7,0,0,0,0.0,0,305.92352,0.15184381778741865,0,0.14414449969219023,538,501-600,MANUAL REVIEW
0.001462936,52,0,0.150868413,13587.0,10,0,1,0,3.0,0,2049.849127431,0.2849002849002849,0,0.18708980421476226,529,501-600,MANUAL REVIEW
0.9999999,44,3,10.0,5400.0,3,0,0,1,0.0,4,54000.0,0.11070110701107011,1,0.8463851151939273,437,300-500,DECLINE
0.757260294,33,0,0.173191313,7228.0,7,0,0,0,2.0,0,1251.826810364,0.43478260869565216,0,0.6525786600656592,468,300-500,DECLINE
0.419681621,31,0,0.03824044,4000.0,5,0,0,1,2.0,1,152.96176,0.3546099290780142,1,0.42995402249607934,495,300-500,DECLINE
0.003850342,56,0,0.186583694,9480.0,17,0,2,0,0.0,0,1768.81341912,0.43478260869565216,0,0.21231611360996747,524,501-600,MANUAL REVIEW
0.658275779,47,0,0.39122085,7289.0,11,0,2,0,2.0,0,2851.60877565,0.3654485049833887,0,0.6024371118388046,475,300-500,DECLINE
0.736477873,62,0,0.464847317,9856.0,11,0,2,0,1.0,0,4581.535156352,0.24390243902439024,0,0.5617558024926457,479,300-500,DECLINE
0.097645463,49,0,0.269040277,10700.0,11,0,2,0,2.0,0,2878.7309639,0.3426791277258567,0,0.2595030822360893,517,501-600,MANUAL REVIEW
0.014466184,74,0,0.082187295,3053.0,2,0,0,0,0.0,0,250.917811635,0.03502626970227671,0,0.11424414487411266,546,501-600,MANUAL REVIEW
0.167715316,36,0,0.101930287,7200.0,17,1,0,0,1.0,1,733.8980664,0.8900523560209423,0,0.42322922898858384,496,300-500,DECLINE
0.365669983,81,0,0.490073371,4633.0,11,0,1,0,0.0,0,2270.509927843,0.171606864274571,0,0.2630383080886956,516,501-600,MANUAL REVIEW
0.527252774,28,0,0.660141608,2400.0,6,0,0,0,1.0,0,1584.3398591999999,0.5405405405405406,0,0.5451000350800097,481,300-500,DECLINE
0.962828573,43,0,0.493295695,4250.0,13,0,0,0,2.0,0,2096.50670375,0.49808429118773945,0,0.7615796678021943,453,300-500,DECLINE
0.077676498,73,0,10.0,5400.0,9,0,2,0,1.0,0,54000.0,0.16042780748663102,0,0.16801615576977452,533,501-600,MANUAL REVIEW
0.00139368,80,0,0.000279018,3583.0,3,0,0,0,0.0,0,0.9997214940000001,0.04754358161648178,0,0.10302063893534084,549,501-600,MANUAL REVIEW
0.9999999,22,0,0.0,820.0,1,0,0,0,0.0,0,0.0,0.19607843137254904,0,0.7806683455360419,450,300-500,DECLINE
0.140540446,60,0,0.10292604,6800.0,10,0,1,0,0.0,0,699.897072,0.23201856148491878,0,0.21807946523752908,523,501-600,MANUAL REVIEW
0.016017539,77,0,10.0,5400.0,6,0,1,0,0.0,0,54000.0,0.09983361064891846,0,0.11616083639363445,545,501-600,MANUAL REVIEW
0.9999999,57,0,0.298425736,1460.0,1,1,0,0,0.0,1,435.70157456,0.024937655860349125,1,0.7153562751776085,460,300-500,DECLINE
0.925591362,49,0,0.852429514,3333.0,12,0,1,0,0.0,0,2841.147570162,0.37383177570093457,0,0.7182219670404126,460,300-500,DECLINE
0.09352454,46,0,0.277152504,3553.0,8,0,0,0,2.0,0,984.7228467120001,0.274914089347079,0,0.2427998658016026,519,501-600,MANUAL REVIEW
0.9999999,53,0,0.0,12666.0,0,0,0,0,2.0,0,0.0,0.0,0,0.6333941099726317,471,300-500,DECLINE
0.092178156,67,0,10.0,5400.0,7,0,1,0,0.0,0,54000.0,0.13972055888223553,0,0.16143104514208775,534,501-600,MANUAL REVIEW
0.212968258,68,0,0.437322387,9500.0,21,0,3,0,2.0,0,4154.5626765,0.410958904109589,0,0.3249030794453547,508,501-600,MANUAL REVIEW
0.000945567,75,0,4.0,5400.0,5,0,0,0,0.0,0,21600.0,0.08605851979345955,0,0.10919645549461941,547,501-600,MANUAL REVIEW
0.91372661,48,0,0.485232068,3317.0,4,0,1,0,0.0,0,1609.5147695560001,0.12861736334405144,0,0.6705737003086528,466,300-500,DECLINE
0.304791292,77,0,0.720960987,4536.0,8,0,1,0,0.0,0,3270.279037032,0.13311148086522462,0,0.23367363954970938,521,501-600,MANUAL REVIEW
0.017496593,77,0,0.005332445,6000.0,9,0,0,0,0.0,0,31.99467,0.1497504159733777,0,0.12232545602703376,543,501-600,MANUAL REVIEW
1.0,28,0,0.136390359,1700.0,2,0,0,0,0.0,0,231.86361029999998,0.1801801801801802,0,0.76258966270448,453,300-500,DECLINE
0.019216974,68,0,0.004756098,8199.0,4,0,0,0,0.0,0,38.995247502000005,0.07827788649706457,0,0.12072210547367815,544,501-600,MANUAL REVIEW
0.047542972,63,0,0.292368174,11700.0,4,0,1,0,0.0,0,3420.7076358,0.08676789587852494,0,0.14166940579881815,539,501-600,MANUAL REVIEW
0.813701124,45,0,0.350272099,13597.0,14,0,2,0,2.0,0,4762.649730103,0.49822064056939497,0,0.6910786006614403,463,300-500,DECLINE
0.695890745,40,0,0.301506868,7498.0,10,0,1,0,0.0,0,2260.698496264,0.4329004329004329,0,0.6055846858924793,474,300-500,DECLINE
0.0,74,0,0.0,5400.0,3,0,0,0,0.0,0,0.0,0.05253940455341506,0,0.10879734613276099,547,501-600,MANUAL REVIEW
0.655633909,65,0,0.472856019,5083.0,13,0,1,0,0.0,0,2403.527144577,0.2702702702702703,0,0.4992171844221008,487,300-500,DECLINE
0.619744411,76,0,10.0,5400.0,4,0,0,0,0.0,0,54000.0,0.0676818950930626,0,0.33529681296814257,506,501-600,MANUAL REVIEW
0.005574532,72,0,0.189115841,7000.0,15,0,2,0,1.0,0,1323.810887,0.27223230490018147,0,0.1744227383118066,531,501-600,MANUAL REVIEW
0.000862677,62,0,0.148283905,3000.0,7,0,1,0,0.0,0,444.85171499999996,0.15521064301552107,0,0.16002612396584334,534,501-600,MANUAL REVIEW
0.507815961,39,2,0.346723404,5874.0,10,0,1,0,4.0,2,2036.653275096,0.4524886877828054,0,0.7141727743039542,460,300-500,DECLINE
0.440595234,42,0,0.25555168,8600.0,7,0,1,0,2.0,0,2197.744448,0.2788844621513944,0,0.437756578533092,494,300-500,DECLINE
0.015749606,67,0,0.203811746,5141.0,6,0,1,0,1.0,0,1047.7961861859999,0.11976047904191617,0,0.15048216939949127,537,501-600,MANUAL REVIEW
0.9999999,44,0,0.144409938,7083.0,3,0,1,0,2.0,0,1022.855590854,0.11070110701107011,0,0.728455469043639,458,300-500,DECLINE
0.621241823,63,0,0.830989453,3981.0,11,0,1,0,0.0,0,3308.1690123930002,0.23861171366594358,0,0.47699299292993974,489,300-500,DECLINE
0.00702414,40,0,10.0,5400.0,7,0,0,0,0.0,0,54000.0,0.30303030303030304,0,0.18735680882441935,529,501-600,MANUAL REVIEW
0.013282087,55,0,0.165575916,4583.0,7,0,1,0,0.0,0,758.834423028,0.1837270341207349,0,0.17701012989163067,531,501-600,MANUAL REVIEW
0.106998199,56,0,0.336869832,13666.0,16,0,2,0,0.0,0,4603.663124111999,0.4092071611253197,0,0.23902306290549744,520,501-600,MANUAL REVIEW
0.00119976,64,0,0.689265537,2300.0,5,0,1,0,1.0,0,1585.3107351,0.10615711252653927,0,0.15411870115948242,536,501-600,MANUAL REVIEW
0.010581932,61,0,0.184050247,5253.0,6,0,2,0,1.0,0,966.815947491,0.13605442176870747,0,0.1747488739957126,531,501-600,MANUAL REVIEW
1.0,39,1,10.0,5400.0,4,0,1,0,0.0,1,54000.0,0.18099547511312217,0,0.7902576740000579,448,300-500,DECLINE
0.209888904,36,0,0.291428017,10300.0,12,0,2,0,0.0,0,3001.7085751,0.6282722513089005,0,0.3610578865108019,503,501-600,MANUAL REVIEW
0.377207947,67,0,0.275625643,5833.0,7,0,1,0,0.0,0,1607.7243756189998,0.13972055888223553,0,0.29251218085162406,512,501-600,MANUAL REVIEW
0.166822531,71,0,1.056028369,1409.0,15,0,0,0,0.0,0,1487.9439719210002,0.27726432532347506,0,0.214810054517373,524,501-600,MANUAL REVIEW
0.109505984,56,0,0.10466761,2120.0,12,0,0,0,0.0,0,221.89533319999998,0.3069053708439898,0,0.22670536784082979,522,501-600,MANUAL REVIEW
0.076434126,46,0,10.0,5400.0,3,0,0,0,0.0,0,54000.0,0.10309278350515463,0,0.1791930796431691,531,501-600,MANUAL REVIEW
0.143661878,37,0,0.025794841,5000.0,3,0,0,0,0.0,0,128.97420499999998,0.14925373134328357,0,0.24757382444395334,519,501-600,MANUAL REVIEW
0.0,58,0,0.276114926,15000.0,10,0,2,0,2.0,0,4141.723889999999,0.24330900243309,0,0.1745985463588284,531,501-600,MANUAL REVIEW
0.001719554,70,0,10.0,5400.0,7,0,0,0,0.0,0,54000.0,0.1318267419962335,0,0.11824067944901816,545,501-600,MANUAL REVIEW
0.667763913,61,0,10.0,5400.0,19,0,0,0,0.0,0,54000.0,0.43083900226757366,0,0.5207672358506112,484,300-500,DECLINE
0.525954894,73,0,0.416016117,3970.0,4,0,1,0,1.0,0,1651.5839844900001,0.07130124777183601,0,0.34864522168334616,505,501-600,MANUAL REVIEW
0.607665994,42,0,0.479726934,4833.0,7,0,1,0,0.0,0,2318.520272022,0.2788844621513944,0,0.5333358930300985,483,300-500,DECLINE
0.9999999,28,2,0.207650273,1280.0,1,2,0,2,0.0,6,265.79234944,0.0900900900900901,1,0.8975246524379826,424,300-500,DECLINE
0.9999999,49,0,0.129325089,7600.0,5,1,0,0,3.0,1,982.8706764,0.1557632398753894,0,0.7665456786916525,452,300-500,DECLINE
0.083837294,79,0,0.357773704,6000.0,10,0,2,0,0.0,0,2146.642224,0.1610305958132045,0,0.16256699394618787,534,501-600,MANUAL REVIEW
0.9999999,38,0,0.547272208,3500.0,3,0,1,0,1.0,0,1915.452728,0.14218009478672985,0,0.7516521704167328,455,300-500,DECLINE
0.089612787,51,2,0.240187039,15183.0,9,0,3,0,4.0,2,3646.759813137,0.26392961876832843,0,0.4141693782645937,497,300-500,DECLINE
0.330409128,28,0,0.373750543,2300.0,8,0,0,0,0.0,0,859.6262489,0.7207207207207208,0,0.4358723367102168,494,300-500,DECLINE
0.208575309,68,0,0.213216502,2738.0,8,0,0,0,1.0,0,583.786782476,0.15655577299412915,0,0.21887930510750978,523,501-600,MANUAL REVIEW
0.070899175,79,0,0.002895753,5179.0,3,0,0,0,0.0,0,14.997104787,0.04830917874396135,0,0.11811409855617623,545,501-600,MANUAL REVIEW
0.9999999,73,0,0.016053979,4297.0,1,0,0,0,2.0,0,68.983947763,0.017825311942959002,0,0.6003421659808262,475,300-500,DECLINE
0.007235371,85,0,0.030053708,8750.0,4,0,0,0,0.0,0,262.969945,0.05873715124816447,0,0.09006504975394897,553,501-600,MANUAL REVIEW
0.313797824,61,0,0.082783443,5000.0,8,0,0,1,0.0,1,413.917215,0.18140589569160998,0,0.2478318425679441,519,501-600,MANUAL REVIEW
0.430914227,55,0,0.182741627,9942.0,4,0,1,0,0.0,0,1816.8172556339998,0.10498687664041995,0,0.33116700223243684,507,501-600,MANUAL REVIEW
0.049683871,47,0,0.178019802,5049.0,3,0,1,0,2.0,0,898.821980298,0.09966777408637874,0,0.2076998819319095,525,501-600,MANUAL REVIEW
0.000153059,57,0,0.0370271,7453.0,9,0,0,0,0.0,0,275.9629763,0.22443890274314213,0,0.1550511042211334,536,501-600,MANUAL REVIEW
0.374494735,72,0,0.413685098,8300.0,16,0,1,0,0.0,0,3433.5863133999997,0.29038112522686027,0,0.31271910252298807,509,501-600,MANUAL REVIEW
0.661517492,65,0,0.118163055,3875.0,6,0,0,0,0.0,0,457.881838125,0.12474012474012473,0,0.4416327691277541,493,300-500,DECLINE
0.200369991,37,0,0.404067197,7916.0,8,0,2,0,0.0,0,3198.595931452,0.3980099502487562,0,0.3330665321439273,507,501-600,MANUAL REVIEW
0.027910491,61,0,0.089588748,6540.0,11,0,0,0,0.0,0,585.91041192,0.2494331065759637,0,0.16422899805924845,534,501-600,MANUAL REVIEW
0.089929726,54,0,0.185234564,12000.0,7,0,1,0,4.0,0,2222.8147679999997,0.18867924528301885,0,0.21505956449164992,524,501-600,MANUAL REVIEW
0.475217461,32,2,0.297168877,5050.0,10,0,0,0,0.0,2,1500.70282885,0.6622516556291391,0,0.6756549534697646,465,300-500,DECLINE
0.0,80,0,0.0,100.0,3,0,0,0,0.0,0,0.0,0.04754358161648178,0,0.10937844834654246,547,501-600,MANUAL REVIEW
0.277520225,57,0,0.231976802,10000.0,10,0,2,0,2.0,0,2319.76802,0.24937655860349126,0,0.3163691073043923,509,501-600,MANUAL REVIEW
0.07146001,54,1,0.393697606,9900.0,14,0,4,0,1.0,1,3897.6062994,0.3773584905660377,0,0.35204545177488317,504,501-600,MANUAL REVIEW
0.0,41,1,0.141006098,6559.0,9,0,0,0,1.0,1,924.858996782,0.37344398340248963,0,0.272220926399166,515,501-600,MANUAL REVIEW
0.28411285,58,0,0.308458766,9433.0,9,0,2,0,0.0,0,2909.691539678,0.218978102189781,0,0.2940445915992493,512,501-600,MANUAL REVIEW
0.9999999,61,0,10.0,5400.0,8,0,0,0,0.0,0,54000.0,0.18140589569160998,0,0.6458944362965063,469,300-500,DECLINE
0.022116298,42,0,0.006977992,5588.0,4,0,0,0,1.0,0,38.993019296,0.1593625498007968,0,0.1925326014726279,528,501-600,MANUAL REVIEW
0.476082229,44,1,0.439048488,13157.0,12,0,2,0,0.0,1,5776.560956616,0.44280442804428044,0,0.5566598015463711,480,300-500,DECLINE
0.0,54,0,0.514521505,6300.0,9,0,1,0,5.0,0,3241.4854815000003,0.2425876010781671,0,0.21286137809433583,524,501-600,MANUAL REVIEW
0.998024144,54,1,0.878466872,5191.0,11,0,1,0,0.0,1,4560.121532552,0.29649595687331537,0,0.7901047786428944,448,300-500,DECLINE
0.01088647,60,0,0.642979452,1167.0,6,0,1,0,0.0,0,750.3570204839999,0.13921113689095127,0,0.1666352115193117,533,501-600,MANUAL REVIEW
0.606460954,32,0,0.375948145,7250.0,10,0,2,0,2.0,0,2725.62405125,0.6622516556291391,0,0.6377673710301609,470,300-500,DECLINE
0.012471111,77,0,0.030498798,6655.0,5,0,0,0,0.0,0,202.96950069,0.08319467554076539,0,0.10931392816867438,547,501-600,MANUAL REVIEW
1.0,46,1,0.424529305,9400.0,6,0,1,0,2.0,1,3990.575467,0.20618556701030927,0,0.7952980279230725,447,300-500,DECLINE
0.081850642,60,1,0.323533823,20000.0,18,0,3,0,1.0,1,6470.67646,0.4176334106728538,0,0.2973998829823242,511,501-600,MANUAL REVIEW
0.694663167,40,0,0.357200452,6200.0,4,4,2,1,1.0,5,2214.6428024,0.17316017316017315,1,0.8068289472608968,445,300-500,DECLINE
0.017343715,52,0,0.005554321,4500.0,6,0,0,0,2.0,0,24.9944445,0.17094017094017094,0,0.18264387392062395,530,501-600,MANUAL REVIEW
0.05618582,54,0,0.304429341,12800.0,14,0,2,0,1.0,0,3896.6955648000003,0.3773584905660377,0,0.2243607295911863,522,501-600,MANUAL REVIEW
0.000836416,43,0,0.33493315,5833.0,10,0,2,0,1.0,0,1953.66506395,0.38314176245210724,0,0.23937338587180212,520,501-600,MANUAL REVIEW
0.9999999,48,0,0.596158906,3800.0,2,0,1,0,0.0,0,2265.4038428,0.06430868167202572,0,0.7015328772139416,462,300-500,DECLINE
0.331056162,46,0,0.333333333,3533.0,7,0,1,0,0.0,0,1177.666665489,0.24054982817869414,0,0.35718219900054343,504,501-600,MANUAL REVIEW
0.008783969,76,0,10.0,5400.0,9,0,2,0,0.0,0,54000.0,0.15228426395939085,0,0.13430681223730662,540,501-600,MANUAL REVIEW
0.299029839,30,0,0.252399651,4583.0,8,0,0,0,0.0,0,1156.747600533,0.6106870229007634,0,0.39565969646183313,499,300-500,DECLINE
0.006414771,31,0,10.0,5400.0,16,0,1,0,0.0,0,54000.0,1.1347517730496455,0,0.2910908963989417,512,501-600,MANUAL REVIEW
0.00960577,42,0,0.418516297,5000.0,6,0,1,1,2.0,1,2092.5814849999997,0.2390438247011952,0,0.1988406999626663,527,501-600,MANUAL REVIEW
0.043817746,59,0,10.0,5400.0,11,0,2,0,0.0,0,54000.0,0.26128266033254155,0,0.19295665747235285,528,501-600,MANUAL REVIEW
0.906704759,52,3,10.0,5400.0,12,0,1,0,0.0,3,54000.0,0.3418803418803419,0,0.8590624531612598,434,300-500,DECLINE
0.836666107,71,0,0.073963018,2000.0,4,0,0,0,0.0,0,147.926036,0.07393715341959334,0,0.518830997877803,484,300-500,DECLINE
0.016557366,59,0,0.596412556,2452.0,10,0,2,0,0.0,0,1462.403587312,0.2375296912114014,0,0.1976810049124624,527,501-600,MANUAL REVIEW
0.0,39,0,0.376579747,6250.0,4,0,1,0,0.0,0,2353.62341875,0.18099547511312217,0,0.1974365021335226,527,501-600,MANUAL REVIEW
0.009793495,87,0,0.005452893,3300.0,10,0,0,0,0.0,0,17.9945469,0.14265335235378032,0,0.11101238414161117,547,501-600,MANUAL REVIEW
0.106597625,72,0,0.131373725,5000.0,2,0,1,0,1.0,0,656.868625,0.036297640653357534,0,0.1551974856684705,536,501-600,MANUAL REVIEW
0.022892517,62,0,0.00888133,10583.0,18,0,0,0,1.0,0,93.99111539,0.3991130820399113,0,0.18101037175855794,530,501-600,MANUAL REVIEW
0.537389407,31,0,0.02619469,5649.0,3,1,0,0,1.0,1,147.97380381,0.2127659574468085,0,0.5687955595156124,479,300-500,DECLINE
0.04317312,60,0,0.032878293,5200.0,9,0,0,0,1.0,0,170.9671236,0.2088167053364269,0,0.17451110335715547,531,501-600,MANUAL REVIEW
0.9999999,46,0,0.811529933,2705.0,6,0,1,0,0.0,0,2195.188468765,0.20618556701030927,0,0.7336673728654811,457,300-500,DECLINE
0.010639574,84,0,0.003197807,2188.0,3,0,0,0,0.0,0,6.996801716,0.044709388971684055,0,0.1014838000044299,550,501-600,MANUAL REVIEW
0.179830009,69,1,1.096620657,2100.0,29,0,2,0,1.0,1,2302.9033797,0.5566218809980806,0,0.4270061188717969,495,300-500,DECLINE
0.715737269,37,0,0.583506584,2885.0,7,0,1,0,1.0,0,1683.41649484,0.34825870646766166,0,0.6377518074476155,470,300-500,DECLINE
0.9999999,52,0,0.237812128,6727.0,2,4,0,1,1.0,5,1599.7621850560001,0.05698005698005698,1,0.8478880394556507,437,300-500,DECLINE
0.121280731,59,0,0.257953099,5500.0,7,0,1,0,0.0,0,1418.7420445,0.166270783847981,0,0.20395808566694063,526,501-600,MANUAL REVIEW
0.011976048,35,0,0.271446427,8800.0,6,0,1,0,0.0,0,2388.7285576,0.3314917127071823,0,0.21703443428150132,524,501-600,MANUAL REVIEW
0.399569459,54,0,0.315250151,9953.0,5,0,3,0,2.0,0,3137.6847529029997,0.1347708894878706,0,0.38636584420796594,500,300-500,DECLINE
0.070693482,55,0,0.350815646,5700.0,8,0,1,0,1.0,0,1999.6491821999998,0.2099737532808399,0,0.20622452091109084,526,501-600,MANUAL REVIEW
0.554712119,52,0,0.35106383,8835.0,13,0,0,0,3.0,0,3101.64893805,0.37037037037037035,0,0.4908281103202445,488,300-500,DECLINE
0.115664739,70,0,10.0,5400.0,3,0,0,0,0.0,0,54000.0,0.05649717514124294,0,0.13763052801630038,540,501-600,MANUAL REVIEW
0.058955273,37,0,10.0,5400.0,7,0,1,0,2.0,0,54000.0,0.34825870646766166,0,0.2489243009800581,518,501-600,MANUAL REVIEW
0.448667689,33,0,0.180746058,7800.0,9,0,1,0,1.0,0,1409.8192523999999,0.5590062111801242,0,0.4949203036849189,487,300-500,DECLINE
0.0,73,0,0.0,2000.0,1,0,0,0,0.0,0,0.0,0.017825311942959002,0,0.11216938758522015,546,501-600,MANUAL REVIEW
0.002032465,45,0,0.692123094,7083.0,8,0,2,0,0.0,0,4902.307874802001,0.2846975088967971,0,0.2119395506143475,525,501-600,MANUAL REVIEW
0.095180964,58,0,0.006989516,2002.0,1,0,0,0,0.0,0,13.993011032,0.024330900243309,0,0.17000402146115093,532,501-600,MANUAL REVIEW
0.350462342,43,0,0.351382225,8753.0,6,0,1,0,4.0,0,3075.648615425,0.22988505747126436,0,0.3943484017515129,499,300-500,DECLINE
0.133901064,49,0,0.433947856,9166.0,13,0,2,0,2.0,0,3977.566048096,0.40498442367601245,0,0.2944990693401097,512,501-600,MANUAL REVIEW
0.047131338,79,1,0.187524831,5033.0,14,0,1,0,1.0,1,943.812474423,0.22544283413848631,0,0.21499902934011916,524,501-600,MANUAL REVIEW
0.505101347,40,0,0.15304799,3083.0,4,0,0,0,1.0,0,471.84695317,0.17316017316017315,0,0.4561330365865951,492,300-500,DECLINE
0.179911732,71,0,0.063426405,2900.0,6,0,0,0,0.0,0,183.9365745,0.11090573012939002,0,0.18412785005824642,530,501-600,MANUAL REVIEW
0.41578868,57,1,0.341042017,14874.0,19,0,1,0,3.0,1,5072.658960858,0.4738154613466334,1,0.5090995103986692,486,300-500,DECLINE
0.119103305,56,0,0.497229917,4331.0,16,0,2,0,1.0,0,2153.502770527,0.4092071611253197,0,0.2848066828617564,513,501-600,MANUAL REVIEW
0.009201965,88,0,10.0,5400.0,7,0,0,0,0.0,0,54000.0,0.09845288326300985,0,0.09134709164109632,553,501-600,MANUAL REVIEW
0.072491165,55,0,0.25144978,4310.0,7,0,1,0,1.0,0,1083.7485518,0.1837270341207349,0,0.20680419446663217,525,501-600,MANUAL REVIEW
0.476857894,53,0,0.243509111,6200.0,9,0,0,0,0.0,0,1509.7564882,0.2493074792243767,0,0.39168870273381035,499,300-500,DECLINE
0.9999999,50,0,10.0,5400.0,1,2,1,0,0.0,2,54000.0,0.030211480362537763,0,0.7804480170184506,450,300-500,DECLINE
0.405025868,39,0,0.628711444,3468.0,10,0,1,0,2.0,0,2180.371287792,0.4524886877828054,0,0.47387569634118615,490,300-500,DECLINE
0.010207527,51,1,0.046912398,12533.0,6,0,0,0,2.0,1,587.953084134,0.1759530791788856,0,0.2141892371920812,524,501-600,MANUAL REVIEW
0.056090829,35,3,0.678808657,4666.0,16,0,1,0,0.0,3,3167.321193562,0.8839779005524862,0,0.5711688975148163,478,300-500,DECLINE
0.696775269,54,2,0.479521,5761.0,10,0,1,0,0.0,2,2762.520481,0.2695417789757412,0,0.7147320058168274,460,300-500,DECLINE
0.811471019,56,1,0.257806491,6500.0,13,0,0,0,0.0,1,1675.7421915000002,0.33248081841432225,0,0.6859862314861599,464,300-500,DECLINE
0.016861692,48,0,0.425821711,12260.0,12,0,5,0,4.0,0,5220.57417686,0.3858520900321543,0,0.29704581805504776,511,501-600,MANUAL REVIEW
0.9999999,22,0,0.033305579,1200.0,0,0,0,0,0.0,0,39.9666948,0.0,0,0.7696678731214968,452,300-500,DECLINE
0.274126503,66,0,0.056067438,5100.0,3,0,0,1,0.0,1,285.94393379999997,0.06109979633401222,0,0.1938520811893101,528,501-600,MANUAL REVIEW
0.464988284,62,1,0.385185993,9166.0,6,0,2,0,0.0,1,3530.614811838,0.13303769401330376,0,0.4452981665866025,493,300-500,DECLINE
0.002431763,85,0,3.0,5400.0,14,0,0,0,0.0,0,16200.0,0.20558002936857564,0,0.1160547335919841,545,501-600,MANUAL REVIEW
